FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
2644,2644,12,3,"Nuts, pistachio nuts, raw","Noix, pistaches, crues",1985-01-01,,12151,Pistacia vera
2645,2645,12,3,"Seeds, pumpkin and squash seeds, whole, roasted","Graines, citrouille et courge, graines, entières, rôties",1985-01-01,,12163,Cucurbita spp.
2650,2650,13,0,"Beef, brain, raw","Boeuf, cervelle, crue",1988-01-01,,13318,
2651,2651,13,0,"Beef, brain, pan-fried","Boeuf, cervelle, sauté",1988-01-01,,13319,
2652,2652,13,0,"Beef, brain, simmered","Boeuf, cervelle, mijoté",1988-01-01,,13320,
2653,2653,13,0,"Beef, heart, raw","Boeuf, coeur, cru",1988-01-01,,13321,
2654,2654,13,0,"Beef, heart, simmered","Boeuf, coeur, mijoté",1988-01-01,,13322,
2655,2655,13,0,"Beef, kidney, simmered","Boeuf, rognon, mijoté",1988-01-01,,13324,
2656,2656,13,0,"Beef, liver, braised","Boeuf, foie, braisé",1990-01-01,,13326,
2657,2657,13,0,"Beef, liver, pan-fried","Boeuf, foie, sauté",1990-01-01,,13327,
2658,2658,13,0,"Beef, lungs, raw","Boeuf, poumon, cru",1988-01-01,,13328,
2659,2659,13,0,"Beef, lungs, braised","Boeuf, poumons, braisé",1988-01-01,,13329,
2660,2660,13,0,"Beef, mechanically deboned, raw","Boeuf, désossé mécaniquement, cru",1988-01-01,,13330,
2661,2661,13,0,"Beef, pancreas, raw","Boeuf, pancréas, cru",1988-01-01,,13331,
2662,2662,13,0,"Beef, pancreas, braised","Boeuf, pancréas, braisé",1988-01-01,,13332,
2663,2663,13,0,"Beef, spleen, raw","Boeuf, rate, cru",1988-01-01,,13333,
2664,2664,13,0,"Beef, spleen, braised","Boeuf, rate, braisé",1988-01-01,,13334,
2665,2665,13,0,"Beef, suet, raw","Boeuf, graisse de rognons (suif), cru",1988-01-01,,13335,
2666,2666,13,0,"Beef, thymus, raw","Boeuf, thymus, cru",1988-01-01,,13337,
2667,2667,13,0,"Beef, thymus, braised","Boeuf, thymus, braisé",1988-01-01,,13338,
2668,2668,13,0,"Beef, tongue, raw","Boeuf, langue, cru",1988-01-01,,13339,
2669,2669,13,0,"Beef, tongue, simmered","Boeuf, langue, mijoté",1988-01-01,,13340,
2670,2670,13,0,"Beef, tripe, raw","Boeuf, tripe, cru",1988-01-01,,13341,
2676,2676,13,0,"Beef, brisket, lean, 0mm (0"") trim, raw","Boeuf, pointe de poitrine, maigre, 0mm (0"") paré, cru",1990-01-01,,13023,
2683,2683,13,1,"Beef, ground, lean, raw","Boeuf, haché, maigre, cru",1988-01-01,1999-03-01,13295,
2685,2685,13,1,"Beef, ground, lean, loaf, baked","Boeuf, haché, maigre, cuit au four, degré de cuisson: bien cuit",1988-01-01,,23571,
2687,2687,13,0,"Beef, ground, lean, broiled","Boeuf, haché, maigre, grillé",1988-01-01,1999-03-01,23568,
2689,2689,13,23,"Beef, ground, lean, patty, pan-fried","Boeuf, haché, maigre, galette, sauté",1988-01-01,1999-03-01,23569,
2690,2690,13,1,"Beef, ground, medium, raw","Boeuf, haché, mi-maigre, cru",1988-01-01,1999-03-01,23572,
2692,2692,13,1,"Beef, ground, medium, baked","Boeuf, haché, mi-maigre, cuit au four",1988-01-01,,23576,
2694,2694,13,0,"Beef, ground, medium, broiled","Boeuf, haché, mi-maigre, grillé",1988-01-01,1999-03-01,23573,
2696,2696,13,23,"Beef, ground, medium, patty, pan-fried","Boeuf, haché, mi-maigre, galette, sauté",1988-01-01,1999-03-01,23574,
2698,2698,13,1,"Beef, ground, regular","Boeuf, haché, régulier",1988-01-01,,23581,
2700,2700,13,24,"Beef, ground, regular, broiled","Boeuf, haché, régulier, grillé",1988-01-01,1999-03-01,23578,
2702,2702,13,1,"Beef, ground, regular, patty, pan-fried","Boeuf, haché, régulier, galette, sauté",1988-01-01,1999-03-01,23579,
2704,2704,13,1,"Beef, ground, patty, frozen, broiled","Boeuf, haché, galette, congelé, grillé",1988-01-01,,13317,
2705,2705,13,0,"Beef, cured, breakfast strips, raw or unheated","Boeuf, salé, tranches à déjeuner, cru ou non réchauffé",1988-01-01,,13344,
2706,2706,13,0,"Beef, cured, breakfast strips, cooked","Boeuf, salé, tranches à déjeuner, cuit",1990-01-01,,13345,
2707,2707,13,0,"Beef, cured, dried beef","Boeuf, salé, boeuf déshydraté",1988-01-01,,13350,
2708,2708,7,1,"Deli meat, beef, cured, jellied","Viande froide, boeuf, salé, en gelée",1990-01-01,,13353,
2712,2712,13,0,"Beef, brisket, lean and fat, 0mm (0"") trim, braised","Boeuf, pointe de poitrine, maigre et gras, 0mm (0"") paré, braisé",1990-01-01,,13367,
2713,2713,13,0,"Beef, brisket, lean, 0mm (0"") trim, braised","Boeuf, pointe de poitrine, maigre, 0mm (0"") paré, braisé",1990-01-01,,13368,
2786,2786,13,1,"Beef, ground, regular, raw","Boeuf, haché, régulier, cru",1988-01-01,1999-03-01,13309,
2787,2787,13,0,"Beef, kidneys, raw","Boeuf, rognon de, cru",1988-01-01,,13323,
2788,2788,13,0,"Beef, liver, raw","Boeuf, foie de, cru",1990-01-01,,13325,
2789,2789,13,23,"Beef, cured, corned beef, brisket, raw","Boeuf, salé, ""corned beef"", pointe de poitrine, cru",1996-01-01,,13346,
2790,2790,13,23,"Beef, cured, corned beef, brisket, cooked","Boeuf, salé, ""corned beef"", pointe de poitrine, cuit",1996-01-01,,13347,
2791,2791,13,23,"Beef, cured, corned beef, canned","Boeuf, salé, ""corned beef"", conserve",1990-01-01,,13348,
2792,2792,7,23,"Deli-meat, pastrami, beef, sliced","Charcuterie, pastrami, boeuf, tranché",1996-01-01,,13355,
2797,2797,13,20,"Beef, tongue, whole, canned or pickled","Boeuf, langue, entière, conserve ou mariné",1981-01-01,,,
2798,2798,13,20,"Beef, tongue, potted or deviled","Boeuf, langue de, en pot ou à la diable",1981-01-01,,,
2828,2828,13,23,"Beef, cured, corned beef, outside and eye of round, cooked","Boeuf, salé, ""corned beef"", extérieur et noix de ronde, cuit",1996-01-01,,,
2835,2835,14,0,"Alcohol, beer, light (4% alcohol by volume)","Alcoolisé, bière, légère (4% alcool par volume)",1988-01-01,,14006,
2837,2837,14,0,"Alcohol, cocktail, daiquiri (rum), homemade","Alcoolisé, cocktail, daiquiri (rhum), fait maison",1988-01-01,,14010,
2838,2838,14,0,"Alcohol, cocktail, pina colada (rum), homemade","Alcoolisé, cocktail, pina colada (rhum), fait maison",1988-01-01,,14017,
2841,2841,14,0,"Alcohol, cocktail, whisky sour mix, powder","Alcoolisé, cocktail, whisky sour, mélange, poudre",1988-01-01,,14024,
2842,2842,14,0,"Alcohol, cocktail, whisky sour mix, bottled","Alcoolisé, cocktail, whisky sour, mélange, bouteille",1988-01-01,,14028,
2843,2843,14,0,"Alcohol, liqueur, crème de menthe (36% alcohol by volume)","Alcoolisé, liqueur, crème de menthe (36% alcool par volume)",1988-01-01,,14034,
2844,2844,14,0,"Alcohol, whisky (40% alcohol by volume)","Alcoolisé, whisky (40% alcool par volume)",1988-01-01,,14037,
2845,2845,14,0,"Alcohol, rum  (40% alcohol by volume)","Alcoolisé, rhum  (40% alcool par volume)",1988-01-01,,14050,
2846,2846,14,0,"Alcohol, vodka (40% alcohol by volume)","Alcoolisé, vodka  (40% alcool par volume)",1988-01-01,,14051,
2847,2847,14,0,"Alcohol, whisky (43% alcohol by volume)","Alcoolisé, whisky (43% alcool par volume)",1988-01-01,,14052,
2848,2848,14,0,"Alcohol, dessert wine, sweet (18.8% alcohol by volume)","Alcoolisé, vin de dessert, sucré (18,8% alcool par volume)",1988-01-01,,14057,
2849,2849,14,0,"Alcohol, table wine, all (11.5% alcohol by volume)","Alcoolisé, vin de table, tous (11,5% alcool par volume)",1988-01-01,,14084,
2850,2850,14,0,"Alcohol, table wine, red (11.5% alcohol by volume)","Alcoolisé, vin de table, rouge (11,5% alcool par volume)",1988-01-01,,14096,
2851,2851,14,30,"Alcohol, table wine, rosé (11.5% alcohol by volume)","Alcoolisé, vin de table, rosé (11,5% alcool par volume)",1988-01-01,,,
2852,2852,14,0,"Alcohol, table wine, white (11.5% alcohol by volume)","Alcoolisé, vin de table, blanc (11,5% alcool par volume)",1988-01-01,,14106,
2853,2853,14,0,"Carbonated drinks, club soda","Boissons gazeuses, soda nature (club soda)",1988-01-01,,14121,
2854,2854,14,0,"Carbonated drinks, cream soda","Boissons gazeuses, soda mousse",1988-01-01,,14130,
2855,2855,14,0,"Carbonated drinks, ginger ale","Boissons gazeuses, soda au gingembre",1988-01-01,,14136,
2856,2856,14,0,"Carbonated drinks, grape soda","Boissons gazeuses, soda au raisin",1988-01-01,,14142,
2857,2857,14,0,"Carbonated drinks, lemon-lime soda","Boissons gazeuses, soda au citron et à la lime",1988-01-01,,14145,
2858,2858,14,1,"Carbonated drinks, orange soda","Boissons gazeuses, soda à l'orange",1988-01-01,,14150,
2859,2859,14,0,"Carbonated drinks, pepper type","Boissons gazeuses, type pepper",1988-01-01,,14153,
2860,2860,14,0,"Carbonated drinks, tonic water (quinine)","Boissons gazeuses, soda tonique (quinine)",1988-01-01,,14155,
2861,2861,14,0,"Carbonated drinks, root beer","Boissons gazeuses, soda racinette",1988-01-01,,14157,
2862,2862,14,0,"Beverage mix, carob flavour, powder","Boisson, mélange à saveur, caroube, poudre",1988-01-01,,14168,
2863,2863,14,0,"Beverage mix, carob flavour, powder, with whole milk","Boisson, mélange à saveur, caroube, poudre, avec lait entier ajouté",1988-01-01,,14169,
2864,2864,14,30,"Beverage mix, chocolate flavour, powder","Boisson, mélange à saveur, chocolat, poudre",1988-01-01,,14175,
2865,2865,14,0,"Beverage mix, chocolate flavour, powder, with whole milk","Boisson, mélange à saveur, chocolat, poudre, avec lait entier",1988-01-01,,14177,
2866,2866,19,0,"Chocolate syrup, thin type","Chocolat, sirop, consistance claire",1988-01-01,,14181,
2867,2867,1,0,"Chocolate syrup, thin type, whole milk added","Chocolat, sirop, consistance claire, lait entier ajouté",1988-01-01,,14182,
2868,2868,14,0,"Juice, tomato clam cocktail, canned","Jus, cocktail de tomate et de palourdes, conserve",1988-01-01,,14187,
2869,2869,14,0,"Hot chocolate, mix, powder","Chocolat chaud, mélange sec",1988-01-01,,14192,
2871,2871,14,0,"Hot chocolate, mix, powder, prepared with water","Chocolat chaud, mélange sec, préparé avec eau",1988-01-01,,14194,
2873,2873,14,0,"Coffee, brewed, prepared with tap water","Café infusé, préparé avec l'eau du robinet",1988-01-01,,14209,
2874,2874,14,0,"Coffee, instant, regular, powder","Café instantané, régulier, poudre",1988-01-01,,14214,
2875,2875,14,0,"Coffee, instant, regular, powder, water added","Café instantané, ordinaire, poudre, eau ajoutée",1988-01-01,,14215,
2876,2876,14,0,"Coffee, instant, decaffeinated, powder","Café instantané, décaféiné, poudre",1988-01-01,,14218,
2877,2877,14,0,"Coffee, instant, decaffeinated, powder, water added","Café instantané, décaféiné, poudre, eau ajoutée",1988-01-01,,14219,
2878,2878,14,0,"Coffee, instant with chicory, powder","Café instantané avec chicorée, poudre",1988-01-01,,14222,
2879,2879,14,0,"Coffee, instant with chicory, powder, water added","Café instantané avec chicorée, poudre, eau ajoutée",1988-01-01,,14223,
2880,2880,14,0,"Coffee, instant, with sugar, mocha flavour, powder","Café instantané, avec sucre, saveur moka, poudre",1988-01-01,,14224,
2881,2881,14,30,"Coffee, instant, with sugar, cappucino flavour, powder","Café instantané, avec sucre, saveur cappucino, poudre",1988-01-01,,14228,
2882,2882,14,30,"Coffee, instant, with sugar, French flavour, powder","Café instantané, avec sucre, saveur Française, poudre",1988-01-01,,14229,
2883,2883,14,0,"Coffee substitute, cereal grain beverage, powder","Café, succédané, boisson de céréales, poudre",1988-01-01,,14236,
2884,2884,14,0,"Coffee substitute, cereal grain beverage, powder, water added","Café, succédané, boisson de céréales, poudre, eau ajoutée",1988-01-01,,14237,
2885,2885,14,0,"Juice drink, cranberry and apricot, bottled","Boisson au jus, canneberges et abricots, bouteille",1988-01-01,,14240,
2888,2888,14,0,"Juice drink, citrus fruit, frozen concentrate","Boisson au jus, agrumes, concentré congelé",1988-01-01,,14262,
2889,2889,14,0,"Juice drink, citrus fruit,  frozen concentrate, water added","Boisson au jus, agrumes, concentré congelé, eau ajoutée",1988-01-01,,14263,
2892,2892,14,0,"Lemonade, white, frozen concentrate","Limonade, blanche, concentré congelé",1988-01-01,,14292,
2893,2893,14,0,"Lemonade, white, frozen concentrate, water added","Limonade, blanche, concentré congelé, eau ajoutée",1988-01-01,,14293,
2894,2894,14,0,"Limeade, frozen concentrate","Lime, boisson (limeade), concentré congelé",1988-01-01,,14302,
2895,2895,14,0,"Limeade, frozen concentrate, water added","Lime, boisson (limeade), concentré congelé, eau ajoutée",1988-01-01,,14303,
2896,2896,14,0,"Malted milk, natural flavour, enriched powder","Lait malté, saveur naturelle, enrichi, poudre",1988-01-01,,,
2898,2898,14,0,"Malted milk, natural flavour, powder","Lait malté, saveur naturelle, poudre",1988-01-01,,14311,
2899,2899,14,0,"Malted milk, natural flavour, powder, with whole milk","Lait malté, saveur naturelle, poudre, avec lait entier",1988-01-01,,14312,
2900,2900,14,0,"Malted milk, chocolate flavour, enriched powder","Lait malté, saveur chocolat, enrichi, poudre",1988-01-01,,,
2902,2902,14,0,"Malted milk, chocolate flavour, powder","Lait malté, saveur chocolat, poudre",1988-01-01,,14317,
2903,2903,14,0,"Malted milk, chocolate flavour, powder, milk whole  milk","Lait malté, saveur de chocolat, poudre, avec lait entier",1988-01-01,,14318,
2904,2904,14,1,"Juice drink, orange and apricot, canned","Boisson au jus, orange et abricots, conserve",1988-01-01,,14327,
2905,2905,14,30,"Milk shake (fast food), chocolate","Lait frappé (restauration-minute), chocolat",1988-01-01,,14346,
2906,2906,14,0,"Milk shake (fast food), vanilla","Lait frappé (restauration-minute), vanille",1988-01-01,,14347,
2907,2907,14,0,"Strawberry flavour mix, powder","Fraises, mélange à saveur, poudre",1988-01-01,,14350,
2908,2908,14,0,"Strawberry flavour mix, powder, with whole milk","Fraises, mélange à saveur, poudre, avec lait entier",1988-01-01,,14351,
2909,2909,14,0,"Tea, brewed",Thé infusé,1988-01-01,,14355,
2910,2910,14,0,"Tea, instant, unsweetened, powder","Thé instantané, non sucré, poudre",1988-01-01,,14366,
2911,2911,14,0,"Tea, instant, unsweetened, powder, water added","Thé instantané, non sucré, poudre, eau ajoutée",1988-01-01,,14367,
2912,2912,14,0,"Tea, instant, unsweetened, lemon flavour, powder","Thé instantané, non sucré, saveur de citron, poudre",1988-01-01,,14368,
2914,2914,14,0,"Tea, instant, sweetened, lemon flavour, powder","Thé instantané, sucré, saveur de citron, poudre",1988-01-01,,14370,
2915,2915,14,0,"Tea, instant, sweetened, lemon flavour, powder, water added","Thé instantané, sucré, saveur de citron, poudre, eau ajoutée",1988-01-01,,14371,
2916,2916,14,0,"Tea, brewed, herb",Tisane infusée,1988-01-01,,14381,
2918,2918,14,0,"Water, mineral, carbonated, bottled","Eau minérale, gazéifiée, bouteille",1988-01-01,,14075,
2919,2919,14,0,"Water, mineral, ""POLAND SPRINGS"", bottled","Eau de source, ""POLAND SPRINGS"", bouteille",1988-01-01,,14385,
2920,2920,14,0,"Carbonated drinks, cola, fast-food cola","Boissons gazeuses, cola, restaurant-minute",1988-01-01,,14400,
2921,2921,14,0,"Juice drink, fruit punch, frozen concentrate","Boisson au jus, punch aux fruits, concentré congelé",1988-01-01,,14405,
2922,2922,14,0,"Juice drink, fruit punch, frozen concentrate, water added","Boisson au jus, punch aux fruits, concentré congelé, eau ajoutée",1988-01-01,,14406,
2924,2924,14,0,"Alcohol, liqueur, coffee (26.5% alcohol by volume)","Alcoolisé, liqueur, café (26,5% alcool par volume)",1988-01-01,,14414,
2925,2925,14,0,"Alcohol, liqueur, coffee and cream (17% alcohol by volume)","Alcoolisé, liqueur, café et crème (17% alcool par volume)",1988-01-01,,14415,
2926,2926,14,1,"Carbonated drinks, cola with aspartame","Boissons gazeuses, cola avec aspartame",1988-01-01,,14416,
2928,2928,14,30,"Coffee, instant, sweetened, cappucino flavour, powder, water added","Café instantané, sucré, saveur cappucino, poudre, eau ajoutée",1988-01-01,,,
2929,2929,14,30,"Coffee, instant, sweetened, French flavour, powder, water added","Café instantané, sucré, saveur française, poudre, eau ajoutée",1988-01-01,,,
2930,2930,14,30,"Coffee, instant, sweetened, mocha flavour, powder, water added","Café instantané, sucré, saveur moka, poudre, eau ajoutée",1988-01-01,,,
2931,2931,14,0,"Coffee substitute, cereal grain beverage, powder, with whole milk","Café, succédané, boisson de céréales, poudre, avec lait entier",1988-01-01,,14421,
2932,2932,14,0,"Milk shake (fast food), strawberry","Lait frappé (restauration-minute), fraise",1988-01-01,,14428,
2933,2933,14,0,"Water, municipal",Eau municipale,1988-01-01,,14429,
2934,2934,14,0,"Alcohol, whisky (47% alcohol by volume)","Alcoolisé, whisky (47% alcool par volume)",1988-01-01,,14532,
2935,2935,14,0,"Alcohol, whisky (50% alcohol by volume)","Alcoolisé, whisky (50% alcool par volume)",1988-01-01,,14533,
2936,2936,14,0,"Alcohol, liqueur, coffee (31.5% alcohol by volume)","Alcoolisé, liqueur, café (31,5% alcool par volume)",1988-01-01,,14534,
2937,2937,14,0,"Alcohol, dessert wine, dry (18.8% alcohol by volume)","Alcoolisé, vin de dessert, sec (18,8% alcool par volume)",1988-01-01,,14536,
2938,2938,14,1,"Carbonated drinks, non cola with aspartame","Boissons gazeuses, non cola avec aspartame",1988-01-01,,14537,
2939,2939,14,0,"Lemonade, pink, frozen concentrate","Limonade rose, concentré congelé",1988-01-01,,14542,
2940,2940,14,0,"Lemonade, pink, frozen concentrate, water added","Limonade rose, concentré congelé, eau ajoutée",1988-01-01,,14543,
2941,2941,14,0,"Tea, brewed with distilled water",Thé infusé avec eau distillée,1988-01-01,,14544,
